lambda,risk,risk_derivative,D,xi_optimal,gain
1.8867464432599559,1.4871791117296074,0.11529252167025304,0.0768924646060992,-1.4144933207054904,0.15384577839627414
2.0591511346250257,1.5065075788731734,0.10892195065951638,0.07262129219284068,-1.5442217531088311,0.17317424553983998
2.2473096002775033,1.5263527834900057,0.1020537033944953,0.06812747409588621,-1.683214227636915,0.19301945015667235
2.452661368355127,1.5465664419736238,0.0948844344462319,0.06349660396234652,-1.8325341223169986,0.21323310864029027
2.676777506347516,1.5670028836521193,0.0875874709329298,0.05880935373813765,-1.993323826300543,0.23366955031878595
2.9213726407299783,1.587521760571906,0.0803114160174853,0.05413931002235698,-2.166813479843741,0.25418842723857277
3.1883180749119995,1.6079903718240014,0.07317987773979215,0.049551398635666814,-2.354330385638062,0.2746570384906679
3.4796561058607285,1.6282855584190605,0.06629215129399053,0.04510089986649908,-2.5573091634932297,0.29495222508572705
3.797615648930527,1.6482951501046386,0.059724658311244065,0.04083301667142837,-2.7773027260622807,0.31496181677130525
4.1446292904380595,1.6679189683057014,0.0535329404274694,0.0367829281423221,-3.015994159579686,0.3345856349723681
4.523351898445729,1.6870694084296458,0.04775401314868434,0.03297624158176435,-3.2752096005075786,0.35373607509631266
4.936680934137298,1.7056716394859064,0.04240890583047389,0.029429747980886475,-3.556932206604276,0.37233830615257313
5.387778619180346,1.723663469163634,0.037505240416448704,0.02615238604531687,-3.863317329302458,0.39033013583030074
5.880096128669422,1.7409949284021797,0.033039731735184534,0.023146327099099518,-4.19670900347496,0.40766159506884636
6.417399994740902,1.7576276315665833,0.029000522574464758,0.02040810498116154,-4.559657880745111,0.42429429823325004
7.003800922863427,1.7735339672621437,0.025369295146798893,0.017929729330578677,-4.9549407435424495,0.44020063392881037
7.643785241266238,1.7886961713208955,0.022123125424795678,0.01569973565417576,-5.385581749198346,0.4553628379875625
8.342249224113042,1.8031053282972906,0.01923606735628676,0.01370413992169849,-5.85487556661201,0.46977199496395733
9.10453655101462,1.8167603415888083,0.016680469937424783,0.011927278217164411,-6.366412582496526,0.4834270082554751
9.936479189468777,1.829666905621496,0.014428041720537516,0.010352522667839028,-6.92410637004835,0.4963335722881626
10.844442013003174,1.8418365068684257,0.012450685032624557,0.008962873282017478,-7.532223630192357,0.5085031735350924
11.83537149637765,1.8532854741421576,0.01072112660094033,0.007741431506455349,-8.19541683447156,0.5199521408088242
12.916848860393959,1.8640340928529233,0.009213373095928503,0.0066717654800355465,-8.918759819319547,0.5307007595195898
14.097148072903808,1.8741057928902944,0.00790301996010395,0.005738179419519014,-9.70778660403393,0.5407724595569611
15.385299149758294,1.883526415528242,0.006767440379486489,0.004925900668065024,-10.568533729431977,0.5501930821949088
16.791157239990227,1.892323561273349,0.005785878866793683,0.004221198003642226,-11.507586441105433,0.5589902279400156
18.325478023773485,1.9005260178329433,0.004939471059513642,0.0036114441464898655,-12.532129070604801,0.5671926844996101
20.0,1.9081632653061225,0.004211208292840946,0.0030851342804695575,-13.65,0.5748299319727892
