n,p,gamma,seed,lambda,xi_oracle,xi_gcv,abs_weight_error,sign_match,excess_risk,D_gcv
800,400,0.5,2,0.5,0.14796022701285777,-0.07122648928466065,0.2191867162975184,0,0.004597184310330513,0.07475591412601812
800,400,0.5,2,2.0,-1.3717501148377558,-1.803971573351785,0.43222145851402916,1,0.012511502516779911,0.056255677343695076
800,400,0.5,3,0.1,1.7840258370681044,2.1681811873149623,0.384155350246858,1,0.0069712950029872725,0.04310064624365806
800,400,0.5,3,0.5,-0.039756809292494914,0.027659127309625636,0.06741593660212056,0,0.00041222797959774156,0.06856777101291023
800,400,0.5,3,2.0,-1.557369539362696,-1.6580398862687096,0.10067034690601351,1,0.0006039642995480062,0.044875146795127385
800,400,0.5,4,0.1,1.9503873831583578,1.9143964667506248,0.035990916407733,1,7.093425463414554e-05,0.04465201840817379
800,400,0.5,4,0.5,0.025842169925325252,-0.0677320677877761,0.09357423771310136,0,0.0008260454754529636,0.06967468812756739
800,400,0.5,4,2.0,-1.5407022567406992,-1.7357848120060244,0.19508255526532525,1,0.002356232396371678,0.04870519679758045
800,400,0.5,5,0.1,1.7415503982489071,1.5720774990950737,0.16947289915383346,1,0.0018544287406938493,0.0450066836184706
800,400,0.5,5,0.5,-0.04982808231213041,-0.21919213407656238,0.16936405176443198,1,0.002786611021617744,0.06764191923568053
800,400,0.5,5,2.0,-1.6120028489792897,-1.8303508796155432,0.21834803063625352,1,0.002937696945614783,0.0484461456432026
800,400,0.5,6,0.1,2.2157906456285263,1.8852182179298371,0.3305724276986892,1,0.005368343734030214,0.042991244247383875
800,400,0.5,6,0.5,0.24075003032061335,-0.24400477362560186,0.4847548039462152,0,0.021897229378082545,0.07306249452412317
800,400,0.5,6,2.0,-1.3143493713297911,-1.976894637080929,0.6625452657511379,1,0.029245582498760032,0.0546484517541006
800,400,0.5,7,0.1,1.598805250488406,2.2216022724727966,0.6227970219843906,1,0.022669632088179906,0.04406234821068855
800,400,0.5,7,0.5,-0.12226227396876374,0.411858746036411,0.5341210200051747,0,0.02479514771574171,0.06187385129183465
800,400,0.5,7,2.0,-1.6342591402125781,-1.1823612640477996,0.4518978761647785,1,0.010619247789948974,0.04251596729287188
800,400,0.5,8,0.1,1.999574480074322,1.8948999438500087,0.10467453622431333,1,0.0005582540213391374,0.04427261194700538
800,400,0.5,8,0.5,-0.0016289616553304292,-0.1969538251008895,0.19532486344555905,1,0.0036733645820012256,0.07256649492641509
800,400,0.5,8,2.0,-1.5957448276984068,-1.8944105640091793,0.29866573631077253,1,0.005801870944351327,0.04955292808561884
800,400,0.5,9,0.1,1.8580766771588655,1.6249050262842544,0.2331716508746111,1,0.0033037401238789773,0.043610298758037125
800,400,0.5,9,0.5,0.02562167579578531,-0.11975334634792793,0.14537502214371323,0,0.0019816158214848298,0.06254071638347858
800,400,0.5,9,2.0,-1.5898205325131147,-1.6612772562782607,0.071456723765146,1,0.00028446064382862897,0.039986401154117335
800,400,0.5,10,0.1,1.8270769337632875,2.3350175022947983,0.5079405685315108,1,0.012322763925022694,0.043402964546587874
800,400,0.5,10,0.5,-0.015632819144065082,0.15160756337044262,0.1672403825145077,0,0.002494645850910697,0.06940332435476293
800,400,0.5,10,2.0,-1.4949310923228294,-1.5594068295823325,0.06447573725950306,1,0.000248406140602052,0.04824120128587994
800,400,0.5,11,0.1,1.7509517980830918,1.7397357167965826,0.011216081286509194,1,8.61865289523679e-06,0.04661302139350765
800,400,0.5,11,0.5,-0.06897410593907334,0.06372586425691423,0.13269997019598756,0,0.0016883077462117341,0.06548947544038164
800,400,0.5,11,2.0,-1.6893336347041155,-1.5272627871029125,0.16207084760120294,1,0.0015255231125907488,0.04654024631376252
800,400,0.5,12,0.1,1.8971766621582795,2.321390954474558,0.4242142923162786,1,0.0093141594567974,0.042137246342123014
800,400,0.5,12,0.5,-0.017841989080813896,0.24186607453851203,0.2597080636193259,0,0.005681551243593745,0.06589153831650352
800,400,0.5,12,2.0,-1.6210490743543158,-1.5016132665782471,0.11943580777606866,1,0.0008100508854824477,0.0479087028970282
800,400,0.5,13,0.1,1.702066248790212,2.067546686676011,0.36548043788579876,1,0.007649497260455903,0.043240921387512454
800,400,0.5,13,0.5,-0.0667472372315711,0.1690522848460149,0.23579952207758598,0,0.004881409579854641,0.06450086088483209
800,400,0.5,13,2.0,-1.5989691037097111,-1.5031008374365902,0.09586826627312095,1,0.0005163116464647845,0.045763316702505996
800,400,0.5,14,0.1,1.8423083797041864,2.34700812273189,0.5046997430277038,1,0.010806797121327079,0.04023803909503787
800,400,0.5,14,0.5,-0.023274849201770854,0.08484405692687608,0.10811890612864693,0,0.0009723066615373328,0.06639476297645164
800,400,0.5,14,2.0,-1.489625793636672,-1.6683266016479665,0.17870080801129462,1,0.0018485383919555143,0.0479213485168386
800,400,0.5,15,0.1,2.207072063702436,2.3218943893533246,0.11482232565088868,1,0.0005686812732502161,0.03897634210174905
800,400,0.5,15,0.5,0.08741037985493105,0.09608405330759384,0.008673673452662789,1,6.031903418257023e-06,0.06417804316151132
800,400,0.5,15,2.0,-1.4998667069971325,-1.6657847336853302,0.16591802668819766,1,0.001544711449390378,0.04709089683713019
800,400,0.5,16,0.1,2.031408897320957,1.7855354179417224,0.24587347937923454,1,0.003392342359802651,0.04459337566159194
800,400,0.5,16,0.5,0.07950917798600128,-0.12442789533754023,0.2039370733235415,0,0.003963895049099262,0.06798617290557596
800,400,0.5,16,2.0,-1.5254176105755015,-1.7549250053294978,0.22950739475399629,1,0.0032144007821106814,0.04804594045297916
800,400,0.5,17,0.1,2.0464413431312773,2.1628118860232175,0.11637054289194015,1,0.0006443210782569547,0.0435262773398879
800,400,0.5,17,0.5,0.03837850031254161,-0.009393390763819055,0.047771891076360665,0,0.00020724858014804467,0.07153695180382291
800,400,0.5,17,2.0,-1.4691122282817648,-1.754515400200781,0.2854031719190162,1,0.005159071541478436,0.05197624939062928
800,400,0.5,18,0.1,1.960337440557874,2.3024606518231203,0.34212321126524636,1,0.004668707650973172,0.03678819810272094
800,400,0.5,18,0.5,-0.045194154713604016,0.08612815644891343,0.13132231116251744,0,0.0013092239833232306,0.06021722479332148
800,400,0.5,18,2.0,-1.6755118575375398,-1.6605116700625133,0.015000187475026516,1,1.1808565888125048e-05,0.0430054588487323
800,400,0.5,19,0.1,1.5599938827375284,2.2811177390264685,0.7211238562889402,1,0.03147615922173232,0.04325943009275557
800,400,0.5,19,0.5,-0.07693077071973685,0.2884749705026375,0.36540574122237435,0,0.01143457432260773,0.06686559589585261
800,400,0.5,19,2.0,-1.5740721468204244,-1.4470495434553552,0.1270226033650692,1,0.0009235574136990503,0.04807371371139446
800,400,0.5,20,0.1,1.7453874205901896,1.9870202234125494,0.24163280282235977,1,0.0028223861660808033,0.04121997733626381
800,400,0.5,20,0.5,0.04926019512613565,-0.13061011108192158,0.17987030620805722,0,0.0028514050125704057,0.06830357373999352
800,400,0.5,20,2.0,-1.4068785191752948,-1.8553032659941442,0.44842474681884936,1,0.012287860241621384,0.04881893383950331
800,400,0.5,21,0.1,1.6903850302893135,1.682952678309983,0.007432351979330454,1,3.5792795017842973e-06,0.043631885858768094
800,400,0.5,21,0.5,-0.1225518553820614,0.08240870700446316,0.20496056238652455,0,0.0037961915221716882,0.058747981116630044
800,400,0.5,21,2.0,-1.7637531942410107,-1.4194723119553883,0.3442808822856225,1,0.00611863831552118,0.038927722749690474
800,400,0.5,22,0.1,1.6089056343225812,1.842425344790121,0.23351971046753994,1,0.0024904805570865832,0.03940999542631651
800,400,0.5,22,0.5,-0.13431592428013303,-0.24973246317459716,0.11541653889446413,1,0.00114884546396242,0.06552551457604272
800,400,0.5,22,2.0,-1.636728869346847,-1.956837679766332,0.32010881041948513,1,0.006072307492646453,0.045875169887383827
800,400,0.5,23,0.1,1.8266395060760534,2.0223186055121887,0.19567909943613526,1,0.0019068929834474542,0.04166386952243917
800,400,0.5,23,0.5,0.020444806555333726,-0.07542403552908895,0.09586884208442267,0,0.0008055124172925734,0.06824850316106312
800,400,0.5,23,2.0,-1.4562733485139778,-1.8077696603531563,0.3514963118391785,1,0.00754459228931693,0.05065007961726087
